version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D25;F25;D26;F26;D27;F27;D28;F28
0.3;05914000;26.09.2021;Bundestagswahl;2153;2153 Wielandplatz / Becheltestr.;26.09.2021 15:20:19 989;1183;225;0;1408;509;1;7;502;3;506;116;99;194;172;40;42;62;56;31;34;31;23;12;7;0;6;0;1;8;4;0;2;0;0;0;0;0;2;1;0;0;3;0;0;0;0;3;8;0;4;0;0;0;0;0;0;0;0;0;0;0;42;0;1;4;0
0.3;05914000;26.09.2021;Bundestagswahl;2154;2154 Lindenstr. / Funkenhausen;26.09.2021 15:20:19 989;1084;465;0;1549;694;7;16;678;11;683;166;153;248;227;70;82;102;96;50;58;17;17;13;6;0;19;0;3;8;2;0;1;0;0;0;2;0;2;0;0;0;1;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3;0
0.3;05914000;26.09.2021;Bundestagswahl;3161;3161 Halden;26.09.2021 15:20:19 989;700;496;0;1196;529;2;3;526;5;524;131;121;148;147;66;77;71;66;73;71;18;21;6;5;0;5;0;1;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;0
0.3;05914000;26.09.2021;Bundestagswahl;3162;3162 Bandstahlstr.;26.09.2021 15:20:19 989;582;505;0;1087;475;7;5;470;4;471;155;139;127;136;54;62;45;39;60;66;5;5;5;2;0;8;0;0;10;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;1;0;0;0;1;0;0;0;0;0;3;0;2;0;2;6;0
0.3;05914000;26.09.2021;Bundestagswahl;3163;3163 Herbeck;26.09.2021 15:20:19 989;342;152;0;494;267;2;13;254;2;265;63;60;73;96;26;32;42;28;31;29;5;1;9;5;0;7;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3164;3164 Berchum;26.09.2021 15:20:19 989;777;581;0;1358;596;8;13;583;8;588;179;160;158;156;82;94;59;58;71;81;16;13;6;1;0;12;0;4;7;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;3;0
0.3;05914000;26.09.2021;Bundestagswahl;3165;3165 Reh / Henkhausen;26.09.2021 15:20:19 989;526;347;0;873;415;0;2;413;1;414;92;76;145;141;37;53;35;30;72;71;9;15;9;8;0;10;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;3166;3166 Kirchenberg;26.09.2021 15:20:19 989;492;351;0;843;340;6;5;335;2;338;98;84;115;90;38;51;23;24;45;57;5;9;2;2;0;1;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;0;0;0;0;0;0;1;0;12;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3171;3171 Im Gersegge;26.09.2021 15:20:19 989;794;495;0;1289;480;1;9;471;2;478;117;105;166;163;48;58;65;70;26;27;17;8;6;4;0;9;0;2;11;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;6;0;0;0;1;0;0;0;0;0;0;0;0;0;21;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;3172;3172 Wiesenstr.;26.09.2021 15:20:19 989;510;195;0;705;287;0;0;287;1;286;70;64;104;98;24;31;42;40;17;21;13;12;2;3;0;3;0;0;7;3;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;3;4;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3173;3173 Im Sibb;26.09.2021 15:20:19 989;701;412;0;1113;455;3;4;451;3;452;115;107;133;140;48;48;56;47;48;50;15;15;12;10;0;14;0;0;11;6;0;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3174;3174 Auf der Heide;26.09.2021 15:20:19 989;622;344;0;966;456;2;6;450;2;454;135;128;134;146;36;46;34;31;72;65;17;15;8;3;0;7;0;0;4;1;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;6;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
0.3;05914000;26.09.2021;Bundestagswahl;3175;3175 Elsey;26.09.2021 15:20:19 989;665;316;0;981;374;1;6;368;4;370;79;67;153;145;33;45;45;46;24;27;12;15;6;5;0;2;0;2;12;4;0;0;0;0;0;0;0;1;2;1;0;0;0;1;0;0;2;0;0;1;0;0;0;1;0;0;0;0;0;0;0;6;0;1;0;0
0.3;05914000;26.09.2021;Bundestagswahl;3176;3176 Bezirksverwaltungsstelle Hohenlimburg;26.09.2021 15:20:19 989;475;227;0;702;266;4;2;264;1;265;54;53;95;83;14;19;27;24;39;37;17;22;6;6;0;3;0;0;1;1;0;0;0;0;0;0;0;1;5;4;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;3181;3181 Oeger Str. / Oege;26.09.2021 15:20:19 989;743;431;0;1174;350;1;6;344;4;346;71;62;126;122;24;36;51;46;41;34;12;14;6;3;0;6;0;3;7;3;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;12;0;0;4;0
0.3;05914000;26.09.2021;Bundestagswahl;3182;3182 Wilhelmstr.;26.09.2021 15:20:19 989;522;299;0;821;333;4;3;330;4;329;85;72;116;108;22;33;45;36;37;43;12;13;7;9;0;7;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;0
0.3;05914000;26.09.2021;Bundestagswahl;3183;3183 Nahmertal;26.09.2021 15:20:19 989;547;267;0;814;331;1;7;324;5;326;56;54;116;104;27;34;70;66;18;20;12;16;11;6;0;6;0;1;8;4;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;3;0;0;0;1;0;1;0;0;0;0;0;1;0;6;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3184;3184 Wesselbach;26.09.2021 15:20:19 989;573;317;0;890;345;1;5;340;4;341;86;71;96;100;32;36;43;51;53;49;11;8;5;1;0;2;0;0;5;3;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;5;6;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;4;0
0.3;05914000;26.09.2021;Bundestagswahl;3185;3185 Wesselbachstr.;26.09.2021 15:20:19 989;561;372;0;933;390;2;3;387;1;389;91;80;103;102;58;71;46;39;57;56;7;9;9;2;0;8;0;4;6;6;0;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;8;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3191;3191 Holthausen;26.09.2021 15:20:19 989;863;478;0;1341;637;4;9;628;8;629;188;155;186;202;67;89;72;60;75;71;21;13;7;4;0;11;0;1;9;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0
0.3;05914000;26.09.2021;Bundestagswahl;3192;3192 Elseyer Kirchplatz / Am Somborn;26.09.2021 15:20:19 989;895;481;0;1376;539;0;9;530;8;531;101;87;209;198;44;61;74;75;48;42;27;25;9;3;0;15;0;6;8;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;5;2;0;0;0;1;0;2;0;0;0;0;0;1;0;7;0;3;4;0
0.3;05914000;26.09.2021;Bundestagswahl;3193;3193 Mozartstr. / Alter Henkhauser Weg;26.09.2021 15:20:19 989;1136;314;0;1450;610;2;8;602;15;595;125;117;222;199;67;74;87;79;48;47;23;24;10;4;0;9;0;3;14;7;0;0;0;1;0;0;0;3;3;1;0;0;0;0;0;0;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;23;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;3194;3194 Wachtelweg / Am Berge;26.09.2021 15:20:19 989;854;457;0;1311;550;3;6;544;3;547;138;112;223;221;45;60;64;70;37;39;8;9;12;5;0;11;0;0;6;0;0;1;0;0;0;0;0;1;3;3;0;1;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;0;0;0;0;9;0;1;6;0
0.3;05914000;26.09.2021;Bundestagswahl;4201;4201 Springe / Tuchmacherstr.;26.09.2021 15:20:19 989;1094;306;0;1400;462;3;11;451;5;457;79;73;167;145;26;34;72;72;45;53;29;20;20;8;0;9;0;4;3;3;0;0;0;0;0;0;0;1;2;2;0;1;0;0;0;0;5;6;0;1;0;0;0;1;0;0;0;3;0;0;0;20;0;1;3;0
0.3;05914000;26.09.2021;Bundestagswahl;4202;4202 Oberhagen;26.09.2021 15:20:19 989;784;180;0;964;292;0;9;283;7;285;43;44;111;107;19;22;35;37;36;25;21;23;8;5;0;4;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;1;0;0;0;1;0;0;0;0;0;1;0;8;0;2;2;0
0.3;05914000;26.09.2021;Bundestagswahl;4203;4203 Untere Selbecker Str.;26.09.2021 15:20:19 989;504;197;0;701;264;0;7;257;4;260;53;48;103;95;21;19;37;42;16;22;10;10;11;7;0;5;0;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;6;0;2;1;0
0.3;05914000;26.09.2021;Bundestagswahl;4204;4204 Hüttenbergstr.;26.09.2021 15:20:19 989;586;335;0;921;307;5;2;305;3;304;57;60;81;79;33;30;65;59;45;47;14;13;5;4;0;3;0;2;2;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0
0.3;05914000;26.09.2021;Bundestagswahl;4211;4211 Sunderlohstr.;26.09.2021 15:20:19 989;465;161;0;626;247;1;5;242;4;243;56;49;78;74;13;21;40;40;36;31;9;9;5;0;0;4;0;4;1;2;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;2;0
0.3;05914000;26.09.2021;Bundestagswahl;4212;4212 Selbecke;26.09.2021 15:20:19 989;593;323;0;916;388;5;3;385;3;385;89;91;119;119;27;35;77;71;38;37;8;9;9;6;0;9;0;0;3;1;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;13;0
0.3;05914000;26.09.2021;Bundestagswahl;4213;4213 Gesamtschule Eilpe;26.09.2021 15:20:19 989;625;291;0;916;343;7;9;334;11;332;95;81;103;104;23;28;48;49;40;37;10;13;7;5;0;5;0;1;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0
0.3;05914000;26.09.2021;Bundestagswahl;4214;4214 In der Welle;26.09.2021 15:20:19 989;1004;490;0;1494;606;4;11;595;7;599;130;120;177;173;52;77;109;101;64;59;28;27;10;8;0;15;0;1;12;7;0;0;0;1;0;0;0;2;0;0;0;1;0;0;0;0;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;3;11;0
0.3;05914000;26.09.2021;Bundestagswahl;4215;4215 Hohenfor;26.09.2021 15:20:19 989;561;279;0;840;321;5;2;319;3;318;89;77;90;97;28;33;45;51;37;33;9;13;2;1;0;3;0;3;4;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;0
0.3;05914000;26.09.2021;Bundestagswahl;4221;4221 Delstern-Süd;26.09.2021 15:20:19 989;263;152;0;415;177;3;2;175;1;176;38;36;55;52;9;15;22;19;31;29;9;10;7;5;0;3;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
0.3;05914000;26.09.2021;Bundestagswahl;4222;4222 Zum Bollwerk / Ambrock;26.09.2021 15:20:19 989;625;454;0;1079;404;4;8;396;3;401;111;86;89;97;31;47;74;73;60;59;11;17;10;3;0;4;0;3;5;2;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;3;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;4223;4223 Priorei;26.09.2021 15:20:19 989;584;315;0;899;376;1;7;369;5;371;87;80;120;121;47;52;58;43;29;26;11;16;11;5;0;18;0;2;3;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0
0.3;05914000;26.09.2021;Bundestagswahl;4224;4224 Rummenohl;26.09.2021 15:20:19 989;648;336;0;984;414;2;4;410;1;413;94;83;119;116;50;59;64;67;40;40;11;10;14;8;0;10;0;2;9;4;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;3;4;0
0.3;05914000;26.09.2021;Bundestagswahl;4225;4225 Zum Hohenhof / Sürenhagen;26.09.2021 15:20:19 989;625;525;0;1150;442;7;5;437;4;438;112;98;123;141;43;52;52;46;73;61;12;14;9;7;0;7;0;4;8;3;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0
0.3;05914000;26.09.2021;Bundestagswahl;5231;5231 Jungfernbruch / Haus Harkorten;26.09.2021 15:20:19 989;949;428;0;1377;590;3;10;580;12;578;144;135;208;189;52;68;94;90;37;46;16;17;5;2;0;6;0;8;11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;10;0;1;0;0;0;0;0;1;0;0;0;1;0;3;0;0;4;0
0.3;05914000;26.09.2021;Bundestagswahl;5232;5232 Büdding;26.09.2021 15:20:19 989;524;166;0;690;289;1;1;288;1;288;66;61;100;104;16;23;59;49;23;24;8;3;8;3;0;7;0;1;4;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;2;0;1;0;0;0;3;0;0;0;0;0;1;0;2;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5233;5233 Spielbrinkstr.;26.09.2021 15:20:19 989;536;201;0;737;313;1;3;310;3;310;75;73;110;110;29;26;49;40;25;27;12;10;4;1;0;8;0;0;2;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;3;1;0
0.3;05914000;26.09.2021;Bundestagswahl;5234;5234 Geweke / Auf dem Gelling;26.09.2021 15:20:19 989;837;552;0;1389;506;0;4;502;5;501;134;125;137;133;34;44;73;67;68;63;20;22;13;12;0;13;0;1;10;6;0;0;0;0;0;2;0;1;1;0;0;0;0;2;0;0;9;7;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;3;0
0.3;05914000;26.09.2021;Bundestagswahl;5235;5235 Tückingstr.;26.09.2021 15:20:19 989;714;461;0;1175;445;4;4;441;3;442;127;125;133;128;39;42;76;63;36;45;8;14;12;3;0;2;0;1;3;3;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;4;0;1;0;0;0;0;0;0;0;0;0;1;0;8;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5241;5241 Hüttenplatz;26.09.2021 15:20:19 989;785;209;0;994;316;1;10;306;10;306;60;53;113;108;21;19;58;55;22;29;18;18;7;4;0;9;0;1;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5242;5242 Tillmanns- / Kölner Str.;26.09.2021 15:20:19 989;948;273;0;1221;311;6;4;307;3;308;52;45;128;114;21;28;48;49;18;18;17;16;12;4;0;9;0;2;6;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;0;0;0;0;0;0;0;3;0;11;0;2;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5243;5243 Leimstr. / Oedeweg;26.09.2021 15:20:19 989;999;187;0;1186;413;1;8;405;8;405;55;59;156;142;26;35;98;84;30;25;13;15;11;5;0;8;0;1;8;3;0;1;0;2;0;0;0;0;2;0;0;1;0;0;0;0;4;2;0;0;0;2;0;2;0;0;0;2;0;0;0;14;0;2;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5244;5244 Dickenbruchstr.;26.09.2021 15:20:19 989;571;196;0;767;338;2;5;333;5;333;46;37;113;114;32;29;71;67;38;34;15;18;7;2;0;11;0;1;7;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;4;6;0;0;0;0;0;2;0;0;0;0;0;0;0;7;0;1;0;0
0.3;05914000;26.09.2021;Bundestagswahl;5251;5251 Steinplatz;26.09.2021 15:20:19 989;550;164;0;714;264;3;5;259;3;261;48;55;95;87;19;19;35;34;34;34;10;6;4;4;0;4;0;0;4;2;0;0;0;1;0;0;0;1;1;2;0;0;0;0;0;0;3;1;0;0;0;1;0;1;0;0;0;0;0;0;0;8;0;1;6;0
0.3;05914000;26.09.2021;Bundestagswahl;5252;5252 Am Postkopf;26.09.2021 15:20:19 989;579;125;0;704;226;0;6;220;7;219;36;35;84;73;18;18;43;36;17;16;10;9;3;4;0;2;0;1;6;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;3;0
0.3;05914000;26.09.2021;Bundestagswahl;5253;5253 Klutert;26.09.2021 15:20:19 989;503;359;0;862;367;4;4;363;3;364;80;78;113;97;32;53;47;43;61;62;8;10;14;4;0;6;0;0;5;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;2;0;2;0;0;0;0;0;1;0;1;0;0;0;2;0;0;0;0
0.3;05914000;26.09.2021;Bundestagswahl;5254;5254 Hestert;26.09.2021 15:20:19 989;535;262;0;797;371;1;1;370;1;370;107;104;92;99;49;41;38;34;51;47;8;16;8;5;0;7;0;1;8;4;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;9;6;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0
0.3;05914000;26.09.2021;Bundestagswahl;5255;5255 Kettelbach;26.09.2021 15:20:19 989;632;336;0;968;353;3;2;351;4;349;85;79;130;110;25;36;39;38;31;31;16;19;8;3;0;13;0;2;6;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0;8;4;0;1;0;0;0;1;0;0;0;0;0;0;0;9;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;5256;5256 Am Karweg;26.09.2021 15:20:19 989;571;252;0;823;298;3;2;296;3;295;75;57;97;95;14;28;55;47;27;24;16;15;5;7;0;8;0;4;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;0;0;2;0;0;0;0;0;1;0;6;0;0;0;0
0.3;05914000;26.09.2021;Bundestagswahl;5261;5261 Baukloh;26.09.2021 15:20:19 989;734;626;0;1360;510;5;4;506;3;507;138;134;135;142;68;78;73;62;62;57;11;9;6;4;0;7;0;3;7;3;0;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;4;0
0.3;05914000;26.09.2021;Bundestagswahl;5262;5262 Ähren- / Twittingstr.;26.09.2021 15:20:19 989;1004;248;0;1252;542;3;18;524;12;530;110;119;194;170;42;45;96;87;32;35;25;26;10;3;0;11;0;3;4;5;0;1;0;0;0;1;0;1;0;0;0;2;0;0;0;0;9;4;0;3;0;0;0;1;0;0;0;0;0;0;0;13;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5263;5263 Grazer Str.;26.09.2021 15:20:19 989;598;252;0;850;324;2;1;323;2;322;76;64;101;96;30;32;56;58;31;35;9;10;9;4;0;11;0;2;6;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;3;2;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;2;0
0.3;05914000;26.09.2021;Bundestagswahl;5264;5264 Harkortstr.;26.09.2021 15:20:19 989;265;90;0;355;161;0;5;156;4;157;30;27;65;69;9;11;24;19;9;5;8;9;5;3;0;3;0;1;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;5;2;0;0;0;1;0;0;0;0;0;0;0;0;0;4;0;0;0;0
0.3;05914000;26.09.2021;Bundestagswahl;5265;5265 Westerbauer;26.09.2021 15:20:19 989;396;68;0;464;191;0;2;189;2;189;42;33;73;66;11;20;31;30;17;15;7;8;5;1;0;5;0;1;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;6;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;5266;5266 Gabelsbergerstr.;26.09.2021 15:20:19 989;621;190;0;811;399;1;4;395;3;396;77;88;139;124;36;46;69;64;40;30;16;17;7;4;0;11;0;3;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0
0.3;05914000;26.09.2021;Bundestagswahl;8001;Briefwahlbezirk 8001;26.09.2021 15:20:19 989;0;0;0;0;891;891;16;875;4;887;208;198;297;331;80;81;73;72;127;118;40;43;20;9;0;7;0;4;12;2;0;2;0;0;0;1;0;2;1;0;0;1;0;0;0;0;6;3;0;0;0;1;0;0;0;1;0;3;0;2;0;6;0;0;11;0
0.3;05914000;26.09.2021;Bundestagswahl;8002;Briefwahlbezirk 8002;26.09.2021 15:20:19 989;0;0;0;0;826;826;5;821;3;823;280;246;210;245;85;94;70;68;113;103;23;25;16;4;0;12;0;3;16;2;0;0;0;1;0;1;0;3;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;1;0;0;0;11;0;1;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8003;Briefwahlbezirk 8003;26.09.2021 15:20:19 989;0;0;0;0;756;756;6;750;3;753;192;170;234;272;64;81;71;58;99;84;35;26;12;6;0;15;0;1;14;5;0;2;0;2;0;0;0;1;0;0;0;0;0;2;0;0;5;3;0;8;0;2;0;2;0;0;0;0;0;5;0;8;0;0;24;0
0.3;05914000;26.09.2021;Bundestagswahl;8004;Briefwahlbezirk  8004;26.09.2021 15:20:19 989;0;0;0;0;650;650;3;647;5;645;174;149;184;223;70;74;56;56;98;73;19;16;3;5;0;13;0;2;16;10;0;1;0;0;0;1;0;2;2;0;0;2;0;0;0;0;4;3;0;2;0;0;0;2;0;0;0;0;0;0;0;10;0;1;21;0
0.3;05914000;26.09.2021;Bundestagswahl;8005;Briefwahlbezirk 8005;26.09.2021 15:20:19 989;0;0;0;0;1388;1388;13;1375;4;1384;479;412;359;444;165;192;85;72;203;178;33;28;20;10;0;21;0;3;14;6;0;1;0;0;0;0;0;0;1;1;0;2;0;0;0;0;10;9;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;1;6;0
0.3;05914000;26.09.2021;Bundestagswahl;8006;Briefwahlbezirk 8006;26.09.2021 15:20:19 989;0;0;0;0;837;837;4;833;3;834;247;220;267;289;74;76;75;64;110;109;30;33;9;6;0;15;0;2;10;4;0;3;0;1;0;0;0;1;1;1;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;6;0
0.3;05914000;26.09.2021;Bundestagswahl;8007;Briefwahlbezirk 8007;26.09.2021 15:20:19 989;0;0;0;0;911;911;9;902;4;907;298;265;273;309;64;85;72;64;110;97;29;31;17;6;0;20;0;1;17;7;0;1;0;0;0;0;0;2;2;2;0;1;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;2;0;10;0;0;13;0
0.3;05914000;26.09.2021;Bundestagswahl;8008;Briefwahlbezirk 8008;26.09.2021 15:20:19 989;0;0;0;0;980;980;12;968;8;972;334;280;212;280;109;116;41;45;210;180;25;28;15;10;0;9;0;3;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;8;8;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;3;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8009;Briefwahlbezirk 8009;26.09.2021 15:20:19 989;0;0;0;0;1065;1065;16;1049;6;1059;273;240;360;410;88;93;79;77;171;142;33;39;21;9;0;23;0;0;12;6;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;7;3;0;0;0;2;0;0;0;0;0;2;0;1;0;9;0;1;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8010;Briefwahlbezirk 8010;26.09.2021 15:20:19 989;0;0;0;0;929;929;11;918;4;925;339;294;220;275;120;122;60;54;134;124;10;14;14;11;0;12;0;2;11;5;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;2;0;0;0;0;0;0;0;3;0;0;5;0
0.3;05914000;26.09.2021;Bundestagswahl;8011;Briefwahlbezirk 8011;26.09.2021 15:20:19 989;0;0;0;0;950;950;14;936;4;946;304;271;230;276;105;122;61;58;165;146;24;28;19;8;0;13;0;1;18;7;0;0;0;1;0;0;0;4;0;0;0;3;0;0;0;0;4;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0
0.3;05914000;26.09.2021;Bundestagswahl;8012;Briefwahlbezik 8012;26.09.2021 15:20:19 989;0;0;0;0;978;978;14;964;4;974;265;232;262;309;110;118;71;51;170;158;32;46;24;16;0;13;0;0;14;10;0;1;0;2;0;1;0;1;3;0;0;0;0;0;0;0;10;8;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;3;3;0
0.3;05914000;26.09.2021;Bundestagswahl;8013;Briefwahlbezirk 8013;26.09.2021 15:20:19 989;0;0;0;0;932;932;7;925;2;930;229;203;315;347;83;96;75;65;115;100;38;44;28;15;0;28;0;3;19;9;0;0;0;1;0;2;0;3;1;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;12;0
0.3;05914000;26.09.2021;Bundestagswahl;8014;Briefwahlbezirk 8014;26.09.2021 15:20:19 989;0;0;0;0;784;784;12;772;4;780;171;157;253;290;48;47;70;62;156;118;18;37;38;23;0;19;0;3;10;4;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;1;3;0;3;0;1;0;0;0;0;0;0;0;0;0;6;0;3;6;0
0.3;05914000;26.09.2021;Bundestagswahl;8015;Briefwahlbezirk 8015;26.09.2021 15:20:19 989;0;0;0;0;897;897;7;890;4;893;213;193;252;301;89;80;64;58;171;162;38;39;31;19;0;10;0;0;14;6;0;0;0;1;0;1;0;2;2;1;0;0;0;0;0;0;7;7;0;1;0;0;0;2;0;0;0;0;0;1;0;8;0;1;9;0
