version;wahl-behoerde-gs;wahl-datum;wahl-name;bezirk-nr;bezirk-name;zeitstempel-erfassung;A1;A2;A3;A;B;B1;C;D;E;F;D1;F1;D2;F2;D3;F3;D4;F4;D5;F5;D6;F6;D7;F7;D8;F8;D9;F9;D10;F10;D11;F11;D12;F12;D13;F13;D14;F14;D15;F15;D16;F16;D17;F17;D18;F18;D19;F19;D20;F20;D21;F21;D22;F22;D23;F23;D24;F24;D35
0.3;08212000;26.09.2021;Bundestagswahl;01621;016-21 Otto-Hahn-Gymnasium;26.09.2021 10:03:12 023;985;725;0;1710;631;13;6;625;10;621;125;139;129;121;157;126;76;88;70;71;30;32;0;1;7;6;8;8;0;1;2;2;0;0;0;1;1;3;0;0;8;10;3;3;0;0;0;0;0;0;4;2;0;1;0;5;5;1;0
0.3;08212000;26.09.2021;Bundestagswahl;01622;016-22 Eichendorffschule;26.09.2021 10:03:12 023;1059;675;0;1734;566;9;4;562;2;564;97;91;133;126;113;107;44;52;108;110;25;30;0;7;11;5;4;3;0;1;3;0;0;1;0;0;0;0;0;0;14;15;2;1;0;0;0;0;0;0;4;2;0;1;0;10;3;2;1
0.3;08212000;26.09.2021;Bundestagswahl;01623;016-23 Ernst-Reuter-Schule (ehem. Schülerhort);26.09.2021 10:03:12 023;1012;729;0;1741;526;12;4;522;9;517;89;82;98;105;114;100;69;79;85;83;22;21;0;7;11;3;6;6;0;3;1;2;0;0;0;0;1;0;0;0;17;16;3;5;0;1;0;0;0;0;0;0;0;0;0;3;3;1;3
0.3;08212000;26.09.2021;Bundestagswahl;01624;016-24 Eichendorffschule;26.09.2021 10:03:12 023;1093;739;0;1832;559;1;5;554;4;555;110;107;134;119;112;102;46;64;76;74;28;33;0;5;16;13;8;8;0;3;2;2;0;0;0;0;0;0;0;0;12;10;4;3;0;0;0;1;0;0;3;4;0;0;0;5;2;2;1
0.3;08212000;26.09.2021;Bundestagswahl;01625;016-25 Europäische Schule;26.09.2021 10:03:12 023;584;552;0;1136;407;9;2;405;6;401;103;105;91;82;83;83;51;51;45;44;8;12;0;2;5;2;2;1;0;0;3;0;0;0;0;0;0;0;0;0;9;8;2;3;0;1;0;0;0;0;1;1;0;2;0;4;1;0;1
0.3;08212000;26.09.2021;Bundestagswahl;01721;017-21 Tulla-Realschule;26.09.2021 10:03:12 023;964;1122;0;2086;662;10;4;658;4;658;128;123;134;126;194;178;60;81;54;54;30;31;0;7;16;10;7;6;0;6;2;0;0;3;0;2;0;0;0;0;17;19;4;2;0;0;0;0;0;0;4;3;0;0;0;4;5;3;3
0.3;08212000;26.09.2021;Bundestagswahl;01722;017-22 Tulla-Realschule;26.09.2021 10:03:12 023;1366;556;0;1922;617;3;14;603;19;598;123;107;167;161;80;67;44;55;111;109;31;35;0;8;7;7;9;7;0;1;1;3;0;0;0;0;2;0;0;0;17;20;3;1;0;1;0;0;0;1;5;2;0;0;0;9;2;4;1
0.3;08212000;26.09.2021;Bundestagswahl;01821;018-21 Sozialer Dienst - Bezirksgruppe Ost;26.09.2021 10:03:12 023;1117;767;0;1884;710;10;8;702;13;697;138;123;133;125;144;136;65;83;126;126;41;44;0;6;14;8;6;5;0;1;1;3;0;0;0;0;1;0;0;1;25;19;2;3;0;0;0;0;0;0;1;1;0;3;0;9;4;1;1
0.3;08212000;26.09.2021;Bundestagswahl;01822;018-22 Grundschule Hagsfeld;26.09.2021 10:03:12 023;759;638;0;1397;430;8;2;428;7;423;92;87;86;81;86;82;54;62;52;48;13;12;0;4;9;6;6;7;0;3;0;0;0;0;0;1;1;0;0;2;26;24;0;2;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0
0.3;08212000;26.09.2021;Bundestagswahl;01823;018-23 Grundschule Hagsfeld;26.09.2021 10:03:12 023;741;856;0;1597;461;5;3;458;3;458;102;87;100;114;115;88;46;62;41;36;17;28;0;4;10;9;3;2;0;0;2;2;0;0;0;0;0;0;0;0;12;14;2;2;0;0;0;0;0;0;1;0;0;1;0;2;6;7;1
0.3;08212000;26.09.2021;Bundestagswahl;01921;019-21 Oberwaldschule;26.09.2021 10:03:12 023;1090;705;0;1795;511;9;11;500;8;503;104;90;132;128;70;62;46;75;96;93;23;23;0;5;3;3;6;5;0;1;2;0;0;0;0;0;0;0;0;0;14;9;1;1;0;0;0;0;0;0;2;0;0;0;0;5;1;3;0
0.3;08212000;26.09.2021;Bundestagswahl;01922;019-22 Oberwaldschule;26.09.2021 10:03:12 023;939;806;0;1745;552;5;8;544;5;547;137;107;130;120;103;99;49;71;56;62;28;36;0;6;12;9;7;13;0;1;0;0;0;1;0;1;0;1;0;0;17;12;1;1;0;1;0;0;0;0;0;0;0;1;0;5;4;0;0
0.3;08212000;26.09.2021;Bundestagswahl;01923;019-23 Friedrich-Realschule;26.09.2021 10:03:12 023;806;850;0;1656;516;8;3;513;3;513;85;91;119;121;155;121;54;70;42;43;27;29;0;2;6;4;4;4;0;2;5;2;0;0;0;0;0;0;0;0;10;13;0;0;0;0;0;0;0;1;2;1;0;0;0;4;4;5;0
0.3;08212000;26.09.2021;Bundestagswahl;01924;019-24 Grundschule Bergwald;26.09.2021 10:03:12 023;496;350;0;846;338;3;6;332;5;333;91;81;74;67;45;45;47;54;48;52;14;12;0;7;2;1;2;1;0;2;0;0;0;0;0;0;0;0;0;0;3;1;1;1;0;2;0;0;0;0;0;0;0;1;0;5;3;1;2
0.3;08212000;26.09.2021;Bundestagswahl;01925;019-25 Karlsburg;26.09.2021 10:03:12 023;753;950;0;1703;485;10;3;482;3;482;82;78;115;114;131;111;53;65;38;36;29;34;0;7;9;7;5;6;0;2;1;1;0;0;0;1;0;0;0;0;12;10;1;0;0;1;0;0;0;0;2;2;0;0;0;7;2;0;2
0.3;08212000;26.09.2021;Bundestagswahl;01926;019-26 Markgrafen-Gymnasium;26.09.2021 10:03:12 023;582;1119;0;1701;415;1;2;413;1;414;113;106;71;73;87;78;75;86;31;34;6;8;0;5;9;5;6;4;0;1;2;1;0;0;0;1;0;0;0;0;7;7;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;3;0
0.3;08212000;26.09.2021;Bundestagswahl;01927;019-27 Markgrafen-Gymnasium;26.09.2021 10:03:12 023;715;920;0;1635;380;3;2;378;2;378;104;94;54;60;88;78;51;71;41;38;12;12;0;1;6;3;5;4;0;1;0;0;0;1;0;0;0;0;0;0;14;13;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0
0.3;08212000;26.09.2021;Bundestagswahl;01928;019-28 Pestalozzischule;26.09.2021 10:03:12 023;898;698;0;1596;502;10;2;500;4;498;96;88;127;122;101;88;50;57;54;50;36;48;0;5;11;8;1;2;0;0;2;2;0;0;0;1;0;0;0;0;15;16;0;0;0;0;0;0;0;0;1;1;0;1;0;5;6;4;0
0.3;08212000;26.09.2021;Bundestagswahl;01929;019-29 Pestalozzischule;26.09.2021 10:03:12 023;920;602;0;1522;496;8;10;486;11;485;78;73;135;124;75;83;47;54;87;79;37;28;0;8;9;5;2;4;0;3;0;0;0;0;0;1;1;0;0;0;10;12;1;1;0;0;0;1;0;0;1;1;0;0;0;4;3;4;0
0.3;08212000;26.09.2021;Bundestagswahl;01930;019-30 Oberwaldschule;26.09.2021 10:03:12 023;935;995;0;1930;566;6;8;558;10;556;137;109;110;116;144;137;66;73;48;56;21;25;0;8;13;7;5;7;0;5;4;2;0;0;0;0;0;0;0;0;6;6;2;1;0;0;0;0;0;0;1;1;0;0;0;1;0;2;1
0.3;08212000;26.09.2021;Bundestagswahl;01931;019-31 Markgrafen-Gymnasium;26.09.2021 10:03:12 023;836;881;0;1717;541;11;6;535;7;534;100;89;118;99;149;144;61;87;28;31;37;36;0;5;15;7;5;4;0;2;2;1;0;1;0;0;1;0;0;2;10;12;1;3;0;0;0;0;0;0;3;2;0;0;0;7;4;2;1
0.3;08212000;26.09.2021;Bundestagswahl;01932;019-32 Pestalozzischule;26.09.2021 10:03:12 023;793;763;0;1556;443;9;3;440;2;441;79;53;105;99;91;80;51;68;67;79;22;27;0;7;12;9;1;3;0;0;0;0;0;0;0;0;1;0;0;0;7;6;1;2;0;0;0;0;0;0;2;2;0;0;0;4;1;2;0
0.3;08212000;26.09.2021;Bundestagswahl;01933;019-33 Karlsburg;26.09.2021 10:03:12 023;818;859;0;1677;454;11;2;452;5;449;101;78;108;121;112;108;39;47;33;27;29;25;0;4;8;4;5;5;0;1;1;1;0;0;0;0;0;0;0;1;11;12;1;1;0;0;0;0;0;0;3;3;0;1;0;5;1;5;0
0.3;08212000;26.09.2021;Bundestagswahl;02021;020-21 Kita Obere Setz;26.09.2021 10:03:12 023;793;996;0;1789;544;5;9;535;8;536;155;132;104;115;115;109;62;77;33;35;33;31;0;2;9;4;2;3;0;3;0;1;0;0;0;0;1;0;0;0;10;12;2;3;0;1;0;0;0;1;1;1;0;1;0;2;8;3;0
0.3;08212000;26.09.2021;Bundestagswahl;02022;020-22 Begegnungsstätte Grötzingen;26.09.2021 10:03:12 023;929;912;0;1841;619;6;6;613;3;616;146;118;136;147;147;128;63;95;53;58;14;24;0;4;13;9;6;4;0;0;5;2;0;0;0;0;0;0;0;0;21;18;5;3;0;1;0;0;0;0;1;0;0;0;0;0;3;5;0
0.3;08212000;26.09.2021;Bundestagswahl;02023;020-23 Augustenburg Gemeinschaftsschule;26.09.2021 10:03:12 023;665;891;0;1556;469;11;7;462;3;466;113;100;94;104;97;84;63;76;37;34;23;25;0;6;6;7;3;2;0;0;2;3;0;0;0;1;0;0;0;0;19;17;1;0;0;0;0;0;0;0;3;1;0;0;0;6;0;0;1
0.3;08212000;26.09.2021;Bundestagswahl;02024;020-24 Augustenburg Gemeinschaftsschule;26.09.2021 10:03:12 023;662;748;0;1410;370;1;1;369;1;369;94;69;92;104;60;52;40;53;43;43;12;11;0;3;9;5;1;2;0;3;0;1;0;2;0;0;0;1;0;0;12;11;3;2;0;0;0;0;0;0;1;0;0;2;0;3;1;2;1
0.3;08212000;26.09.2021;Bundestagswahl;02121;021-21 Gemeindezentrum Stupferich;26.09.2021 10:03:12 023;504;587;0;1091;368;9;2;366;2;366;105;101;57;54;75;68;48;60;44;37;7;7;0;5;9;10;8;7;0;1;2;1;0;0;0;0;0;0;0;0;6;9;0;0;0;0;0;0;0;0;1;1;0;0;0;1;4;4;0
0.3;08212000;26.09.2021;Bundestagswahl;02122;021-22 Gemeindezentrum Stupferich;26.09.2021 10:03:12 023;482;603;0;1085;325;6;4;321;4;321;114;98;44;54;60;52;44;49;27;31;13;12;0;5;2;2;7;11;0;1;0;1;0;0;0;0;0;0;0;0;7;4;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0
0.3;08212000;26.09.2021;Bundestagswahl;02221;022-21 Lustgartenhalle Hohenwettersbach;26.09.2021 10:03:12 023;420;581;0;1001;339;14;2;337;2;337;62;60;51;60;125;101;48;62;19;17;9;10;0;4;5;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;12;9;2;1;0;0;0;0;0;0;2;2;0;1;0;0;1;5;0
0.3;08212000;26.09.2021;Bundestagswahl;02222;022-22 Lustgartenhalle Hohenwettersbach;26.09.2021 10:03:12 023;509;683;0;1192;371;7;5;366;2;369;96;87;62;63;79;68;61;80;35;36;10;12;0;1;4;4;6;5;0;1;1;2;0;0;0;1;0;0;0;0;8;9;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
0.3;08212000;26.09.2021;Bundestagswahl;02321;023-21 Hermann-Ringwald-Halle;26.09.2021 10:03:12 023;566;617;0;1183;378;9;6;372;4;374;78;64;90;100;86;77;39;47;29;28;12;15;0;5;6;4;6;6;0;2;1;1;0;0;0;0;1;0;0;0;15;11;1;0;0;1;0;0;0;0;1;2;0;2;0;1;4;8;3
0.3;08212000;26.09.2021;Bundestagswahl;02322;023-22 Hermann-Ringwald-Halle;26.09.2021 10:03:12 023;553;611;0;1164;348;8;5;343;4;344;74;77;78;78;64;61;47;56;42;37;11;14;0;0;2;2;4;4;0;2;2;0;0;0;0;0;1;0;0;0;18;11;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0.3;08212000;26.09.2021;Bundestagswahl;02421;024-21 Heinz-Barth-Schule;26.09.2021 10:03:12 023;653;808;0;1461;494;8;2;492;3;491;125;111;108;108;96;79;64;91;50;48;13;19;0;4;6;3;5;3;0;0;0;0;0;2;0;0;0;0;0;0;22;21;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0
0.3;08212000;26.09.2021;Bundestagswahl;02422;024-22 Kita Dorfwies;26.09.2021 10:03:12 023;730;889;0;1619;481;2;7;474;7;474;128;115;94;101;84;76;65;74;50;44;12;16;0;5;8;4;7;7;0;3;0;0;0;1;0;5;0;0;0;0;17;15;3;0;0;0;0;0;0;0;1;1;0;2;0;1;4;4;1
0.3;08212000;26.09.2021;Bundestagswahl;02521;025-21 Städt. Kindertagesstätte;26.09.2021 10:03:12 023;690;738;0;1428;511;12;1;510;2;509;120;115;114;114;91;92;76;76;66;60;16;15;0;5;1;1;5;8;0;0;3;1;0;0;0;0;0;0;0;0;13;14;0;1;0;0;0;2;0;0;0;0;0;0;0;1;5;4;0
0.3;08212000;26.09.2021;Bundestagswahl;02621;026-21 Kindergarten Neureut-Heide;26.09.2021 10:03:12 023;798;1112;0;1910;558;8;3;555;6;552;139;130;120;116;131;111;52;73;46;50;31;34;0;2;2;1;4;5;0;1;2;0;0;0;0;0;0;0;0;0;17;15;2;1;0;1;0;1;0;0;4;2;0;1;0;2;4;6;1
0.3;08212000;26.09.2021;Bundestagswahl;02622;026-22 Rathaus Neureut;26.09.2021 10:03:12 023;880;855;0;1735;501;4;6;495;6;495;110;94;112;94;74;76;60;74;83;91;27;31;0;4;4;3;5;6;0;4;1;0;0;0;0;0;0;0;0;0;12;9;2;0;0;0;0;0;0;0;1;0;0;0;0;5;3;4;1
0.3;08212000;26.09.2021;Bundestagswahl;02623;026-23 Nordschule Neureut;26.09.2021 10:03:12 023;596;760;0;1356;369;6;5;364;6;363;82;82;89;84;69;57;39;61;43;41;9;10;0;2;15;10;3;1;0;3;0;0;0;0;0;0;1;1;0;0;10;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2
0.3;08212000;26.09.2021;Bundestagswahl;02624;026-24 Schulzentrum Neureut;26.09.2021 10:03:12 023;1082;770;0;1852;590;4;8;582;9;581;158;139;151;147;54;54;71;95;93;94;17;15;0;9;8;2;6;4;0;3;1;0;0;0;0;0;1;1;0;0;15;14;1;0;0;0;0;0;0;0;3;1;0;0;0;2;1;1;2
0.3;08212000;26.09.2021;Bundestagswahl;02625;026-25 Südschule-Neureut;26.09.2021 10:03:12 023;1043;966;0;2009;625;7;9;616;6;619;141;121;137;143;99;87;93;115;85;77;16;27;0;6;13;6;5;8;0;4;1;0;0;1;0;0;0;0;0;0;14;15;5;1;0;0;0;0;0;0;3;0;0;0;0;3;4;5;0
0.3;08212000;26.09.2021;Bundestagswahl;02626;026-26 Waldschule Neureut;26.09.2021 10:03:12 023;796;920;0;1716;536;11;2;534;2;534;149;124;89;86;126;121;72;103;58;58;11;11;0;6;6;4;5;1;0;3;1;0;0;0;0;0;0;0;0;0;12;12;0;0;0;1;0;0;0;0;2;0;0;0;0;2;3;2;0
0.3;08212000;26.09.2021;Bundestagswahl;02627;026-27 Waldschule Neureut;26.09.2021 10:03:12 023;779;715;0;1494;469;6;4;465;1;468;106;87;97;107;99;94;61;68;57;54;16;15;0;6;6;6;4;6;0;4;0;0;0;0;0;0;0;0;0;0;12;11;1;1;0;1;0;0;0;0;1;2;0;0;0;4;3;2;2
0.3;08212000;26.09.2021;Bundestagswahl;02628;026-28 Nordschule Neureut;26.09.2021 10:03:12 023;667;661;0;1328;430;8;3;427;5;425;103;86;100;98;64;71;67;63;51;59;12;11;0;7;9;9;4;4;0;3;1;1;0;0;0;0;0;0;0;0;9;9;3;2;0;0;0;0;0;0;1;1;0;0;0;1;3;0;0
0.3;08212000;26.09.2021;Bundestagswahl;02721;027-21 Marylandschule;26.09.2021 10:03:12 023;792;762;0;1554;413;2;1;412;4;409;72;62;91;87;102;93;38;51;47;46;24;20;0;10;9;6;5;3;0;3;4;2;0;0;0;2;1;1;0;0;13;11;1;0;0;0;0;0;0;0;2;1;0;1;0;6;3;4;0
0.3;08212000;26.09.2021;Bundestagswahl;02722;027-22 Marylandschule;26.09.2021 10:03:12 023;743;881;0;1624;447;2;5;442;3;444;75;55;83;89;123;112;39;48;61;58;28;27;0;5;5;5;5;7;0;4;2;0;0;0;0;1;1;0;0;0;11;13;2;0;0;1;0;0;0;0;1;2;0;0;0;13;5;4;1
0.3;08212000;26.09.2021;Bundestagswahl;02723;027-23 Marylandschule;26.09.2021 10:03:12 023;1000;612;0;1612;530;5;4;526;6;524;65;49;94;111;131;108;54;55;81;89;50;52;0;13;9;4;2;2;0;1;1;1;0;0;0;0;0;0;0;0;23;21;4;2;0;0;0;0;0;0;6;5;0;0;0;6;6;5;0
0.3;08212000;26.09.2021;Bundestagswahl;02724;027-24 Marylandschule;26.09.2021 10:03:12 023;813;729;0;1542;543;4;7;536;6;537;93;92;100;93;127;118;57;64;85;80;37;41;0;5;5;6;6;5;0;0;3;0;0;0;0;0;0;0;0;0;17;19;2;1;0;0;0;0;0;0;0;1;0;1;0;4;3;7;1
0.3;08212000;26.09.2021;Bundestagswahl;03001;030-01 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;906;906;6;900;4;902;108;102;166;153;377;347;95;135;27;23;65;81;0;2;17;10;6;3;0;4;5;5;0;0;0;1;1;0;0;0;7;8;1;1;0;3;0;0;0;0;4;5;0;1;0;8;16;10;5
0.3;08212000;26.09.2021;Bundestagswahl;03002;030-02 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;921;921;8;913;5;916;98;83;144;130;418;426;90;125;20;24;55;65;0;6;23;11;10;9;0;5;7;3;0;0;0;4;1;0;0;0;5;1;4;4;0;1;0;0;0;0;7;4;0;0;0;0;25;15;6
0.3;08212000;26.09.2021;Bundestagswahl;03003;030-03 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;887;887;4;883;1;886;146;125;130;125;388;371;90;129;16;21;59;58;0;4;19;13;4;5;0;5;2;2;0;0;0;1;0;0;0;0;7;5;2;0;0;1;0;0;0;1;4;3;0;1;0;1;14;15;2
0.3;08212000;26.09.2021;Bundestagswahl;03004;030-04 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;826;826;8;818;3;823;101;89;121;132;402;383;52;85;16;20;58;58;0;6;14;9;3;5;0;2;6;4;0;0;0;2;0;0;0;0;11;8;4;0;0;0;0;0;0;1;7;2;0;0;0;3;17;14;6
0.3;08212000;26.09.2021;Bundestagswahl;03005;030-05 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;861;861;4;857;1;860;95;86;143;154;422;382;62;100;21;18;55;56;0;9;11;7;4;2;0;3;4;1;0;0;0;5;1;0;0;0;8;7;3;4;0;0;0;0;0;0;3;1;0;3;0;3;21;19;4
0.3;08212000;26.09.2021;Bundestagswahl;03006;030-06 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;864;864;5;859;1;863;141;126;125;142;393;349;88;119;12;14;44;57;0;4;7;7;10;5;0;3;2;4;0;0;0;2;1;0;0;0;7;7;6;2;0;0;0;0;0;0;6;6;0;0;0;2;14;14;3
0.3;08212000;26.09.2021;Bundestagswahl;03007;030-07 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;752;752;3;749;4;748;98;75;114;146;314;274;69;101;23;23;54;59;0;3;21;15;6;7;0;3;5;2;0;0;0;2;0;0;0;0;14;10;4;1;0;0;0;0;0;0;13;12;0;0;0;2;11;13;3
0.3;08212000;26.09.2021;Bundestagswahl;03008;030-08 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;920;920;3;917;2;918;168;122;136;133;392;393;95;154;25;27;38;40;0;6;13;5;11;8;0;6;5;3;0;0;0;1;0;0;0;0;12;8;0;0;0;0;0;0;0;0;2;1;0;0;0;2;17;9;3
0.3;08212000;26.09.2021;Bundestagswahl;03009;030-09 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;921;921;1;920;1;920;86;73;153;144;457;453;60;84;18;20;75;79;0;8;29;20;5;7;0;9;8;3;0;0;0;1;0;0;0;0;4;5;1;1;0;0;0;0;0;0;5;3;0;0;0;2;15;8;4
0.3;08212000;26.09.2021;Bundestagswahl;03010;030-10 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;882;882;4;878;2;880;99;75;158;130;377;401;68;104;21;22;78;86;0;6;26;13;10;8;0;2;4;0;0;0;0;1;0;0;0;0;13;14;2;0;0;1;0;0;0;0;8;4;0;0;0;5;10;8;4
0.3;08212000;26.09.2021;Bundestagswahl;03011;030-11 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;813;813;2;811;3;810;113;84;138;136;348;344;74;109;27;23;51;47;0;6;17;11;11;10;0;3;4;5;0;0;0;0;0;0;0;0;7;8;0;1;0;0;0;0;0;0;8;6;0;1;0;4;10;12;3
0.3;08212000;26.09.2021;Bundestagswahl;03012;030-12 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;780;780;3;777;2;778;85;76;148;145;332;331;61;75;24;22;60;69;0;7;23;12;4;3;0;2;3;4;0;0;0;0;2;0;0;1;13;11;0;1;0;0;0;0;0;0;7;6;0;2;0;1;12;10;3
0.3;08212000;26.09.2021;Bundestagswahl;03013;030-13 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;798;798;5;793;3;795;79;72;132;149;366;338;59;79;19;19;72;73;0;9;16;13;12;11;0;5;3;2;0;0;0;2;0;0;0;0;6;4;5;3;0;1;0;0;0;0;7;4;0;0;0;0;11;11;6
0.3;08212000;26.09.2021;Bundestagswahl;03014;030-14 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;802;802;0;802;0;802;182;148;129;135;329;308;89;145;16;14;18;25;0;3;7;5;7;6;0;3;2;1;0;0;0;1;0;0;0;0;3;2;3;2;0;0;0;0;0;0;2;0;0;0;0;0;11;4;4
0.3;08212000;26.09.2021;Bundestagswahl;03015;030-15 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;762;762;3;759;1;761;106;90;130;136;359;334;65;99;15;15;38;49;0;2;12;6;2;4;0;6;1;0;0;0;0;0;0;0;0;0;13;9;0;0;0;1;0;0;0;0;6;2;0;0;0;3;12;5;0
0.3;08212000;26.09.2021;Bundestagswahl;03016;030-16 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;702;702;6;696;4;698;99;92;119;120;296;275;71;91;19;19;50;56;0;3;8;4;7;5;0;1;1;1;0;0;0;3;1;1;0;0;7;4;1;0;0;0;0;1;0;0;5;4;0;1;0;6;12;11;0
0.3;08212000;26.09.2021;Bundestagswahl;03017;030-17 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;861;861;5;856;5;856;133;121;159;164;387;366;64;80;15;16;43;54;0;10;11;6;7;5;0;2;3;2;0;1;0;0;1;0;0;0;12;12;1;0;0;0;0;0;0;0;2;4;0;0;0;0;13;13;5
0.3;08212000;26.09.2021;Bundestagswahl;03018;030-18 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;731;731;4;727;2;729;106;94;141;141;304;292;66;103;10;11;52;51;0;2;12;8;7;4;0;2;2;2;0;0;0;1;2;2;0;0;10;9;1;1;0;0;0;0;0;0;1;1;0;0;0;1;7;4;6
0.3;08212000;26.09.2021;Bundestagswahl;03019;030-19 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;781;781;1;780;2;779;137;110;125;137;295;275;70;112;32;26;59;63;0;5;16;11;9;8;0;1;2;2;0;0;0;2;1;1;0;0;14;13;0;2;0;0;0;0;0;0;3;1;0;2;0;2;11;6;6
0.3;08212000;26.09.2021;Bundestagswahl;03020;030-20 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;750;750;3;747;3;747;95;84;161;147;336;330;56;78;13;14;41;50;0;2;11;7;2;2;0;4;5;2;0;0;0;2;0;0;0;0;11;11;1;1;0;0;0;0;0;0;2;1;0;0;0;2;9;10;4
0.3;08212000;26.09.2021;Bundestagswahl;03021;030-21 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;850;850;2;848;0;850;124;104;168;162;372;352;62;93;11;13;59;72;0;7;12;7;9;8;0;1;3;0;0;0;0;0;0;0;0;2;14;16;2;1;0;1;0;0;0;0;3;2;0;0;0;1;7;8;2
0.3;08212000;26.09.2021;Bundestagswahl;03022;030-22 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;798;798;1;797;2;796;113;91;152;146;360;357;59;89;11;10;51;53;0;8;15;13;6;6;0;3;3;1;0;1;0;0;0;0;0;0;5;6;1;1;0;0;0;0;0;0;8;3;0;1;0;2;9;5;4
0.3;08212000;26.09.2021;Bundestagswahl;03023;030-23 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;782;782;6;776;2;780;104;92;137;140;339;322;62;82;15;18;63;63;0;8;10;10;4;4;0;3;2;0;0;0;0;2;0;0;0;1;12;8;1;1;0;0;0;0;0;0;8;9;0;0;0;4;19;13;0
0.3;08212000;26.09.2021;Bundestagswahl;03024;030-24 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;793;793;6;787;2;791;83;71;152;136;368;360;52;82;21;16;49;66;0;7;18;6;8;9;0;1;5;4;0;0;0;0;1;1;0;0;9;8;3;4;0;1;0;0;0;0;1;1;0;1;0;3;15;14;2
0.3;08212000;26.09.2021;Bundestagswahl;03025;030-25 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;743;743;6;737;1;742;178;171;112;122;260;231;96;118;20;21;26;27;0;3;9;6;7;10;0;2;4;3;0;0;0;2;0;0;0;0;13;14;1;0;0;1;0;0;0;0;2;0;0;0;0;3;8;8;1
0.3;08212000;26.09.2021;Bundestagswahl;03026;030-26 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;767;767;4;763;2;765;111;107;110;121;333;316;74;94;17;18;58;48;0;7;10;9;8;8;0;9;1;2;0;1;0;0;1;0;0;0;13;10;2;1;0;0;0;0;0;0;2;2;0;0;0;1;17;11;6
0.3;08212000;26.09.2021;Bundestagswahl;03027;030-27 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;784;784;8;776;2;782;100;83;135;145;321;303;62;96;27;27;59;61;0;3;20;12;6;8;0;3;2;1;0;0;0;0;1;0;0;0;14;15;1;1;0;1;0;0;0;0;9;4;0;0;0;3;14;16;5
0.3;08212000;26.09.2021;Bundestagswahl;03028;030-28 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;757;757;2;755;1;756;101;89;134;137;324;291;76;110;21;17;45;43;0;9;13;9;6;8;0;7;4;4;0;0;0;1;2;2;0;0;12;10;2;1;0;0;0;0;0;0;1;1;0;1;0;8;7;8;7
0.3;08212000;26.09.2021;Bundestagswahl;03029;030-29 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;813;813;0;813;0;813;89;74;119;126;396;371;57;94;21;21;63;62;0;11;14;9;4;3;0;3;1;0;0;0;0;3;1;1;0;0;19;14;1;0;0;0;0;0;0;0;8;2;0;0;0;0;15;19;5
0.3;08212000;26.09.2021;Bundestagswahl;03030;030-30 Briefwahl;26.09.2021 10:03:12 023;0;0;0;0;827;827;4;823;1;826;105;106;161;189;368;324;56;71;30;35;33;45;0;9;24;18;13;4;0;3;3;4;0;0;0;2;0;0;0;0;12;8;1;0;0;1;0;1;0;0;1;1;0;0;0;0;12;5;4
